행정구역,계_0~4세,계_5~9세,계_10~14세,계_15~19세,계_20~24세,계_25~29세,계_30~34세,계_35~39세,계_40~44세,계_45~49세,계_50~54세,계_55~59세,계_60~64세,계_65~69세,계_70~74세,계_75~79세,계_80~84세,계_85~89세,계_90~94세,계_95~99세,계_100세 이상,남_총인구수,남_연령구간인구수,남_0~4세,남_5~9세,남_10~14세,남_15~19세,남_20~24세,남_25~29세,남_30~34세,남_35~39세,남_40~44세,남_45~49세,남_50~54세,남_55~59세,남_60~64세,남_65~69세,남_70~74세,남_75~79세,남_80~84세,남_85~89세,남_90~94세,남_95~99세,남_100세 이상,여_총인구수,여_연령구간인구수,여_0~4세,여_5~9세,여_10~14세,여_15~19세,여_20~24세,여_25~29세,여_30~34세,여_35~39세,여_40~44세,여_45~49세,여_50~54세,여_55~59세,여_60~64세,여_65~69세,여_70~74세,여_75~79세,여_80~84세,여_85~89세,여_90~94세,여_95~99세,여_100세 이상
경상남도 창녕군 (4874000000),"1,263","1,763","1,943","2,192","2,370","2,270","2,188","2,676","3,222","3,699","4,964","5,717","7,000","5,527","4,376","3,634","3,268","1,829",587,89,15,"30,156","30,156",655,918,"1,049","1,167","1,355","1,328","1,244","1,419","1,777","2,075","2,772","2,977","3,536","2,727","2,098","1,399","1,086",460,105,8,1,"30,436","30,436",608,845,894,"1,025","1,015",942,944,"1,257","1,445","1,624","2,192","2,740","3,464","2,800","2,278","2,235","2,182","1,369",482,81,14
경상남도 고성군 (4882000000),793,"1,593","1,938","2,209","2,068","1,740","1,472","2,154","2,753","3,399","4,384","4,549","5,507","4,596","3,743","2,993","2,655","1,676",557,100,15,"25,537","25,537",405,791,"1,059","1,206","1,225","1,020",843,"1,173","1,525","1,894","2,458","2,409","2,829","2,235","1,806","1,195",899,449,102,12,2,"25,357","25,357",388,802,879,"1,003",843,720,629,981,"1,228","1,505","1,926","2,140","2,678","2,361","1,937","1,798","1,756","1,227",455,88,13
경상남도 남해군 (4884000000),577,959,"1,309","1,554","1,816","1,340","1,055","1,321","1,813","2,651","3,272","3,847","4,662","3,883","3,624","3,023","3,017","1,920",740,175,14,"20,597","20,597",290,503,734,838,"1,125",823,556,680,957,"1,435","1,842","2,005","2,337","1,852","1,721","1,216","1,038",485,139,20,1,"21,975","21,975",287,456,575,716,691,517,499,641,856,"1,216","1,430","1,842","2,325","2,031","1,903","1,807","1,979","1,435",601,155,13
경상남도 하동군 (4885000000),715,984,"1,338","1,411","1,804","1,421","1,249","1,381","1,857","2,868","3,919","4,185","5,148","4,083","3,394","2,946","2,800","1,664",656,134,17,"21,976","21,976",367,523,730,766,"1,082",847,719,728,"1,029","1,600","2,228","2,236","2,722","2,089","1,601","1,176",937,431,144,17,4,"21,998","21,998",348,461,608,645,722,574,530,653,828,"1,268","1,691","1,949","2,426","1,994","1,793","1,770","1,863","1,233",512,117,13
경상남도 산청군 (4886000000),536,710,"1,000","1,040","1,280","1,060",937,"1,093","1,409","1,953","3,000","3,341","4,149","3,500","2,744","2,437","2,337","1,431",478,105,17,"16,975","16,975",267,381,556,540,710,622,498,585,766,"1,086","1,645","1,812","2,156","1,815","1,363",949,747,358,99,18,2,"17,582","17,582",269,329,444,500,570,438,439,508,643,867,"1,355","1,529","1,993","1,685","1,381","1,488","1,590","1,073",379,87,15
경상남도 함양군 (4887000000),679,"1,068","1,383","1,490","1,656","1,355","1,098","1,431","1,779","2,462","3,304","3,469","4,156","3,450","2,875","2,562","2,529","1,377",488,110,15,"18,737","18,737",334,549,722,769,936,777,590,716,931,"1,391","1,784","1,870","2,097","1,711","1,304",950,869,315,100,20,2,"19,999","19,999",345,519,661,721,720,578,508,715,848,"1,071","1,520","1,599","2,059","1,739","1,571","1,612","1,660","1,062",388,90,13
경상남도 거창군 (4888000000),"1,371","2,264","2,633","3,240","3,359","2,519","2,106","2,743","3,370","4,207","5,208","5,129","5,985","4,670","3,715","3,222","3,161","1,772",653,126,25,"30,169","30,169",720,"1,164","1,377","1,809","2,027","1,483","1,136","1,369","1,688","2,153","2,741","2,680","2,968","2,241","1,670","1,214","1,048",499,150,27,5,"31,309","31,309",651,"1,100","1,256","1,431","1,332","1,036",970,"1,374","1,682","2,054","2,467","2,449","3,017","2,429","2,045","2,008","2,113","1,273",503,99,20
경상남도 합천군 (4889000000),589,918,"1,131","1,210","1,555","1,366","1,041","1,372","1,756","2,356","3,377","3,956","5,240","4,264","3,675","3,390","3,446","2,009",581,119,29,"20,991","20,991",306,479,589,637,868,820,584,765,972,"1,365","1,905","2,179","2,700","2,139","1,673","1,256","1,104",511,121,16,2,"22,389","22,389",283,439,542,573,687,546,457,607,784,991,"1,472","1,777","2,540","2,125","2,002","2,134","2,342","1,498",460,103,27
제주특별자치도  (5000000000),"23,917","35,279","36,196","34,113","40,552","41,420","35,564","45,841","53,489","58,268","60,377","53,594","48,722","33,959","25,425","20,162","15,457","9,232","3,165",940,204,"338,978","338,978","12,323","18,131","18,713","18,056","21,536","21,811","18,065","22,925","27,088","30,273","31,479","27,796","24,514","16,529","11,929","8,835","5,735","2,606",536,85,13,"336,898","336,898","11,594","17,148","17,483","16,057","19,016","19,609","17,499","22,916","26,401","27,995","28,898","25,798","24,208","17,430","13,496","11,327","9,722","6,626","2,629",855,191
제주특별자치도 제주시 (5011000000),"18,236","26,473","26,951","25,922","31,057","32,024","27,270","34,551","39,595","42,741","43,826","38,130","33,794","23,149","16,898","13,291","10,073","5,983","2,156",664,133,"246,568","246,568","9,342","13,609","13,958","13,672","16,416","16,756","13,850","17,368","19,960","21,814","22,512","19,604","16,927","11,267","7,862","5,814","3,721","1,682",374,51,9,"246,349","246,349","8,894","12,864","12,993","12,250","14,641","15,268","13,420","17,183","19,635","20,927","21,314","18,526","16,867","11,882","9,036","7,477","6,352","4,301","1,782",613,124
제주특별자치도 서귀포시 (5013000000),"5,681","8,806","9,245","8,191","9,495","9,396","8,294","11,290","13,894","15,527","16,551","15,464","14,928","10,810","8,527","6,871","5,384","3,249","1,009",276,71,"92,410","92,410","2,981","4,522","4,755","4,384","5,120","5,055","4,215","5,557","7,128","8,459","8,967","8,192","7,587","5,262","4,067","3,021","2,014",924,162,34,4,"90,549","90,549","2,700","4,284","4,490","3,807","4,375","4,341","4,079","5,733","6,766","7,068","7,584","7,272","7,341","5,548","4,460","3,850","3,370","2,325",847,242,67
